1,2,0,0.83,0,2,29,8,1
1,3,1,30,0,0,12.475,8,1
0,3,0,22,0,0,9,8,1
1,3,0,29,0,0,9.5,8,1
1,3,1,24,0,0,7.7875,8,2
0,1,0,28,0,0,47.1,8,1
1,2,1,17,0,0,10.5,8,1
1,3,1,33,3,0,15.85,8,1
0,3,0,16,1,3,34.375,8,1
0,3,0,24,0,0,8.05,8,1
1,1,1,23,3,2,263,3,1
0,3,0,24,0,0,8.05,8,1
0,3,0,29,0,0,8.05,8,1
0,3,0,20,0,0,7.8542,8,1
0,1,0,46,1,0,61.175,5,1
0,3,0,26,1,2,20.575,8,1
0,3,0,59,0,0,7.25,8,1
0,3,0,24,0,0,8.05,8,1
0,1,0,71,0,0,34.6542,1,3
1,1,0,23,0,1,63.3583,4,3
1,2,1,34,0,1,23,8,1
0,2,0,34,1,0,26,8,1
0,3,1,28,0,0,7.8958,8,1
0,3,0,24,0,0,7.8958,8,1
0,1,0,21,0,1,77.2875,4,1
0,3,0,33,0,0,8.6542,8,1
0,3,0,37,2,0,7.925,8,1
0,3,0,28,0,0,7.8958,8,1
1,3,1,21,0,0,7.65,8,1
1,3,0,24,0,0,7.775,8,1
0,3,0,38,0,0,7.8958,8,1
1,3,1,24,1,0,24.15,8,2
0,1,0,47,0,0,52,3,1
0,3,1,14.5,1,0,14.4542,8,3
0,3,0,22,0,0,8.05,8,1
0,3,1,20,1,0,9.825,8,1
0,3,1,17,0,0,14.4583,8,3
0,3,0,21,0,0,7.925,8,1
0,3,0,70.5,0,0,7.75,8,2
0,2,0,29,1,0,21,8,1
0,1,0,24,0,1,247.5208,2,3
0,3,1,2,4,2,31.275,8,1
0,2,0,21,2,0,73.5,8,1
0,3,0,24,0,0,8.05,8,1
0,2,0,32.5,1,0,30.0708,8,3
1,2,1,32.5,0,0,13,5,1
0,1,0,54,0,1,77.2875,4,1
1,3,0,12,1,0,11.2417,8,3
0,3,0,24,0,0,7.75,8,2
1,3,0,24,0,0,7.1417,8,1
1,3,1,24,1,1,22.3583,5,3
0,3,0,45,0,0,6.975,8,1
0,3,0,33,0,0,7.8958,8,3
0,3,0,20,0,0,7.05,8,1
0,3,1,47,1,0,14.5,8,1
1,2,1,29,1,0,26,8,1
0,2,0,25,0,0,13,8,1
0,2,0,23,0,0,15.0458,8,3
1,1,1,19,0,2,26.2833,4,1
0,1,0,37,1,0,53.1,3,1
0,3,0,16,0,0,9.2167,8,1
0,1,0,24,0,0,79.2,2,3
0,3,1,24,0,2,15.2458,8,3
1,3,1,22,0,0,7.75,8,1
1,3,1,24,1,0,15.85,8,1
0,3,0,19,0,0,6.75,8,2
0,2,0,18,0,0,11.5,8,1
0,2,0,19,1,1,36.75,8,1
1,3,0,27,0,0,7.7958,8,1
0,3,1,9,2,2,34.375,8,1
0,2,0,36.5,0,2,26,6,1
0,2,0,42,0,0,13,8,1
0,2,0,51,0,0,12.525,8,1
1,1,1,22,1,0,66.6,3,1
0,3,0,55.5,0,0,8.05,8,1
0,3,0,40.5,0,2,14.5,8,1
0,3,0,24,0,0,7.3125,8,1
0,1,0,51,0,1,61.3792,8,3
1,3,1,16,0,0,7.7333,8,2
0,3,0,30,0,0,8.05,8,1
0,3,0,24,0,0,8.6625,8,1
0,3,0,24,8,2,69.55,8,1
0,3,0,44,0,1,16.1,8,1
1,2,1,40,0,0,15.75,8,1
0,3,0,26,0,0,7.775,8,1
0,3,0,17,0,0,8.6625,8,1
0,3,0,1,4,1,39.6875,8,1
1,3,0,9,0,2,20.525,8,1
1,1,1,37,0,1,55,5,1
0,3,1,45,1,4,27.9,8,1
0,1,0,37,0,0,25.925,8,1
0,3,0,28,0,0,56.4958,8,1
0,1,0,61,0,0,33.5,2,1
0,3,0,4,4,1,29.125,8,2
1,3,1,1,1,1,11.1333,8,1
0,3,0,21,0,0,7.925,8,1
0,1,0,56,0,0,30.6958,1,3
0,3,0,18,1,1,7.8542,8,1
0,3,0,24,3,1,25.4667,8,1
0,1,1,50,0,0,28.7125,3,3
0,2,0,30,0,0,13,8,1
0,3,0,36,0,0,0,8,1
0,3,1,24,8,2,69.55,8,1
0,2,0,29,0,0,15.05,8,3
0,3,0,9,4,2,31.3875,8,1
1,2,0,1,2,1,39,6,1
1,3,1,4,0,2,22.025,8,1
0,1,0,37,0,0,50,1,1
1,3,1,24,1,0,15.5,8,2
1,1,0,45,0,0,26.55,8,1
0,3,0,40,1,1,15.5,8,2
0,3,0,36,0,0,7.8958,8,1
1,2,1,32,0,0,13,8,1
0,2,0,19,0,0,13,8,1
1,3,1,19,1,0,7.8542,8,1
1,2,0,3,1,1,26,6,1
1,1,1,44,0,0,27.7208,2,3
1,1,1,58,0,0,146.5208,2,3
0,3,0,24,0,0,7.75,8,2
0,3,0,42,0,1,8.4042,8,1
1,3,1,24,0,0,7.75,8,2
0,2,1,24,0,0,13,8,1
0,3,0,28,0,0,9.5,8,1
0,3,0,24,8,2,69.55,8,1
0,3,0,34,0,0,6.4958,8,1
0,3,0,45.5,0,0,7.225,8,3
1,3,0,18,0,0,8.05,8,1
0,3,1,2,0,1,10.4625,7,1
0,3,0,32,1,0,15.85,8,1
1,3,0,26,0,0,18.7875,8,3
1,3,1,16,0,0,7.75,8,2
1,1,0,40,0,0,31,1,3
0,3,0,24,0,0,7.05,8,1
1,2,1,35,0,0,21,8,1
0,3,0,22,0,0,7.25,8,1
0,2,0,30,0,0,13,8,1
0,3,0,24,1,0,7.75,8,2
1,1,1,31,1,0,113.275,4,3
1,3,1,27,0,0,7.925,8,1
0,2,0,42,1,0,27,8,1
1,1,1,32,0,0,76.2917,4,3
0,2,0,30,0,0,10.5,8,1
1,3,0,16,0,0,8.05,8,1
0,2,0,27,0,0,13,8,1
0,3,0,51,0,0,8.05,8,1
0,3,0,24,0,0,7.8958,8,1
1,1,0,38,1,0,90,3,1
0,3,0,22,0,0,9.35,8,1
1,2,0,19,0,0,10.5,8,1
0,3,0,20.5,0,0,7.25,8,1
0,2,0,18,0,0,13,8,1
0,3,1,24,3,1,25.4667,8,1
1,1,1,35,1,0,83.475,3,1
0,3,0,29,0,0,7.775,8,1
0,2,0,59,0,0,13.5,8,1
1,3,1,5,4,2,31.3875,8,1
0,2,0,24,0,0,10.5,8,1
0,3,1,24,0,0,7.55,8,1
0,2,0,44,1,0,26,8,1
1,2,1,8,0,2,26.25,8,1
0,2,0,19,0,0,10.5,8,1
0,2,0,33,0,0,12.275,8,1
0,3,1,24,1,0,14.4542,8,3
1,3,1,24,1,0,15.5,8,2
0,2,0,29,0,0,10.5,8,1
0,3,0,22,0,0,7.125,8,1
0,3,0,30,0,0,7.225,8,3
0,1,0,44,2,0,90,3,2
0,3,1,25,0,0,7.775,8,1
1,2,1,24,0,2,14.5,8,1
1,1,0,37,1,1,52.5542,4,1
0,2,0,54,1,0,26,8,1
0,3,0,24,0,0,7.25,8,1
0,3,1,29,1,1,10.4625,7,1
0,1,0,62,0,0,26.55,3,1
0,3,0,30,1,0,16.1,8,1
0,3,1,41,0,2,20.2125,8,1
1,3,1,29,0,2,15.2458,8,3
1,1,1,37,0,0,79.2,8,3
1,1,1,30,0,0,86.5,2,1
1,1,1,35,0,0,512.3292,8,3
1,2,1,50,0,1,26,8,1
0,3,0,24,0,0,7.75,8,2
1,3,0,3,4,2,31.3875,8,1
0,1,0,52,1,1,79.65,5,1
0,1,0,40,0,0,0,2,1
0,3,1,24,0,0,7.75,8,2
0,2,0,36,0,0,10.5,8,1
0,3,0,16,4,1,39.6875,8,1
1,3,0,25,1,0,7.775,8,1
1,1,1,58,0,1,153.4625,3,1
1,1,1,35,0,0,135.6333,3,1
0,1,0,37,0,0,31,8,1
1,3,0,25,0,0,0,8,1
1,2,1,41,0,1,19.5,8,1
0,1,0,37,0,1,29.7,3,3
1,3,1,24,0,0,7.75,8,2
1,1,1,63,1,0,77.9583,4,1
0,3,1,45,0,0,7.75,8,1
0,2,0,29,0,0,0,8,1
0,3,0,7,4,1,29.125,8,2
1,3,1,35,1,1,20.25,8,1
0,3,0,65,0,0,7.75,8,2
0,3,0,28,0,0,7.8542,8,1
0,3,0,16,0,0,9.5,8,1
1,3,0,19,0,0,8.05,8,1
0,1,0,37,0,0,26,1,1
0,3,0,33,0,0,8.6625,8,3
1,3,0,30,0,0,9.5,8,1
0,3,0,22,0,0,7.8958,8,1
1,2,0,42,0,0,13,8,1
1,3,1,22,0,0,7.75,8,2
1,1,1,26,0,0,78.85,8,1
1,1,1,19,1,0,91.0792,2,3
0,2,0,36,0,0,12.875,4,3
0,3,1,24,0,0,8.85,8,1
0,3,0,24,0,0,7.8958,8,1
0,1,0,37,0,0,27.7208,8,3
0,3,0,23.5,0,0,7.2292,8,3
0,1,1,2,1,2,151.55,3,1
1,1,0,37,0,0,30.5,3,1
1,1,1,50,0,1,247.5208,2,3
1,3,1,24,0,0,7.75,8,2
1,3,0,24,2,0,23.25,8,2
0,3,0,19,0,0,0,8,1
1,2,1,29,0,0,12.35,5,2
0,3,0,24,0,0,8.05,8,1
1,1,0,0.92,1,2,151.55,3,1
1,1,1,37,0,0,110.8833,8,3
1,1,1,17,1,0,108.9,3,3
0,2,0,30,1,0,24,8,3
1,1,1,30,0,0,56.9292,5,3
1,1,1,24,0,0,83.1583,3,3
1,1,1,18,2,2,262.375,2,3
0,2,1,26,1,1,26,8,1
0,3,0,28,0,0,7.8958,8,1
0,2,0,43,1,1,26.25,8,1
1,3,1,26,0,0,7.8542,8,1
1,2,1,24,1,0,26,8,1
0,2,0,54,0,0,14,8,1
1,1,1,31,0,2,164.8667,3,1
1,1,1,40,1,1,134.5,5,3
0,3,0,22,0,0,7.25,8,1
0,3,0,27,0,0,7.8958,8,1
1,2,1,30,0,0,12.35,8,2
1,2,1,22,1,1,29,8,1
0,3,0,24,8,2,69.55,8,1
1,1,1,36,0,0,135.6333,3,3
0,3,0,61,0,0,6.2375,8,1
1,2,1,36,0,0,13,4,1
1,3,1,31,1,1,20.525,8,1
1,1,1,16,0,1,57.9792,2,3
1,3,1,24,2,0,23.25,8,2
0,1,0,45.5,0,0,28.5,3,1
0,1,0,38,0,1,153.4625,3,1
0,3,0,16,2,0,18,8,1
1,1,1,37,1,0,133.65,8,1
0,3,0,24,0,0,7.8958,8,1
0,1,0,29,1,0,66.6,3,1
1,1,1,41,0,0,134.5,5,3
1,3,0,45,0,0,8.05,8,1
0,1,0,45,0,0,35.5,9,1
1,2,0,2,1,1,26,6,1
1,1,1,24,3,2,263,3,1
0,2,0,28,0,0,13,8,1
0,2,0,25,0,0,13,8,1
0,2,0,36,0,0,13,8,1
1,2,1,24,0,0,13,6,1
1,2,1,40,0,0,13,8,1
1,3,1,24,1,0,16.1,8,1
1,3,0,3,1,1,15.9,8,1
0,3,0,42,0,0,8.6625,8,1
0,3,0,23,0,0,9.225,8,1
0,1,0,37,0,0,35,3,1
0,3,0,15,1,1,7.2292,8,3
0,3,0,25,1,0,17.8,8,1
0,3,0,24,0,0,7.225,8,3
0,3,0,28,0,0,9.5,8,1
1,1,1,22,0,1,55,5,1
0,2,1,38,0,0,13,8,1
1,3,1,24,0,0,7.8792,8,2
1,3,1,24,0,0,7.8792,8,2
0,3,0,40,1,4,27.9,8,1
0,2,0,29,1,0,27.7208,8,3
0,3,1,45,0,1,14.4542,8,3
0,3,0,35,0,0,7.05,8,1
0,3,0,24,1,0,15.5,8,2
0,3,0,30,0,0,7.25,8,1
1,1,1,60,1,0,75.25,4,3
1,3,1,24,0,0,7.2292,8,3
1,3,1,24,0,0,7.75,8,2
1,1,1,24,0,0,69.3,2,3
1,1,0,25,1,0,55.4417,5,3
0,3,0,18,1,0,6.4958,8,1
0,3,0,19,0,0,8.05,8,1
0,1,0,22,0,0,135.6333,8,3
0,3,1,3,3,1,21.075,8,1
1,1,1,37,1,0,82.1708,8,3
1,3,1,22,0,0,7.25,8,1
0,1,0,27,0,2,211.5,3,3
0,3,0,20,0,0,4.0125,8,3
0,3,0,19,0,0,7.775,8,1
1,1,1,42,0,0,227.525,8,3
1,3,1,1,0,2,15.7417,8,3
0,3,0,32,0,0,7.925,8,1
1,1,1,35,1,0,52,8,1
0,3,0,24,0,0,7.8958,8,1
0,2,0,18,0,0,73.5,8,1
0,3,0,1,5,2,46.9,8,1
1,2,1,36,0,0,13,8,1
0,3,0,24,0,0,7.7292,8,2
1,2,1,17,0,0,12,8,3
1,1,0,36,1,2,120,2,1
1,3,0,21,0,0,7.7958,8,1
0,3,0,28,2,0,7.925,8,1
1,1,1,23,1,0,113.275,4,3
1,3,1,24,0,2,16.7,7,1
0,3,0,22,0,0,7.7958,8,1
0,3,1,31,0,0,7.8542,8,1
0,2,0,46,0,0,26,8,1
0,2,0,23,0,0,10.5,8,1
1,2,1,28,0,0,12.65,8,1
1,3,0,39,0,0,7.925,8,1
0,3,0,26,0,0,8.05,8,1
0,3,1,21,1,0,9.825,8,1
0,3,0,28,1,0,15.85,8,1
0,3,1,20,0,0,8.6625,8,1
0,2,0,34,1,0,21,8,1
0,3,0,51,0,0,7.75,8,1
1,2,0,3,1,1,18.75,8,1
0,3,0,21,0,0,7.775,8,1
0,3,1,24,3,1,25.4667,8,1
0,3,0,24,0,0,7.8958,8,1
0,3,0,24,0,0,6.8583,8,2
1,1,1,33,1,0,90,3,2
0,2,0,29,0,0,0,8,1
1,3,0,44,0,0,7.925,8,1
0,3,1,24,0,0,8.05,8,1
1,2,1,34,1,1,32.5,8,1
1,2,1,18,0,2,13,8,1
0,2,0,30,0,0,13,8,1
0,3,1,10,0,2,24.15,8,1
0,3,0,24,0,0,7.8958,8,3
0,3,0,21,0,0,7.7333,8,2
0,3,0,29,0,0,7.875,8,1
0,3,1,28,1,1,14.4,8,1
0,3,0,18,1,1,20.2125,8,1
0,3,0,24,0,0,7.25,8,1
1,2,1,28,1,0,26,8,1
1,2,1,19,0,0,26,8,1
0,3,0,24,0,0,7.75,8,2
1,3,0,32,0,0,8.05,5,1
1,1,0,28,0,0,26.55,3,1
1,3,1,24,1,0,16.1,8,1
1,2,1,42,1,0,26,8,1
0,3,0,17,0,0,7.125,8,1
0,1,0,50,1,0,55.9,5,1
1,1,1,14,1,2,120,2,1
0,3,1,21,2,2,34.375,8,1
1,2,1,24,2,3,18.75,8,1
0,1,0,64,1,4,263,3,1
0,2,0,31,0,0,10.5,8,1
1,2,1,45,1,1,26.25,8,1
0,3,0,20,0,0,9.5,8,1
0,3,0,25,1,0,7.775,8,1
1,2,1,28,0,0,13,8,1
1,3,0,24,0,0,8.1125,8,1
1,1,0,4,0,2,81.8583,1,1
1,2,1,13,0,1,19.5,8,1
1,1,0,34,0,0,26.55,8,1
1,3,1,5,2,1,19.2583,8,3
1,1,0,52,0,0,30.5,3,1
0,2,0,36,1,2,27.75,8,1
0,3,0,24,1,0,19.9667,8,1
0,1,0,30,0,0,27.75,3,3
1,1,0,49,1,0,89.1042,3,3
0,3,0,24,0,0,8.05,8,1
1,3,0,29,0,0,7.8958,8,3
0,1,0,65,0,0,26.55,5,1
1,1,1,37,1,0,51.8625,4,1
1,2,1,50,0,0,10.5,8,1
0,3,0,24,0,0,7.75,8,2
1,1,0,48,0,0,26.55,5,1
0,3,0,34,0,0,8.05,8,1
0,1,0,47,0,0,38.5,5,1
0,2,0,48,0,0,13,8,1
0,3,0,24,0,0,8.05,8,1
0,3,0,38,0,0,7.05,8,1
0,2,0,29,0,0,0,8,1
0,1,0,56,0,0,26.55,8,1
0,3,0,24,0,0,7.725,8,2
1,3,1,0.75,2,1,19.2583,8,3
0,3,0,24,0,0,7.25,8,1
0,3,0,38,0,0,8.6625,8,1
1,2,1,33,1,2,27.75,8,1
1,2,1,23,0,0,13.7917,4,3
0,3,1,22,0,0,9.8375,8,1
0,1,0,37,0,0,52,1,1
0,2,0,34,1,0,21,8,1
0,3,0,29,1,0,7.0458,8,1
0,3,0,22,0,0,7.5208,8,1
1,3,1,2,0,1,12.2875,8,1
0,3,0,9,5,2,46.9,8,1
0,2,0,29,0,0,0,8,1
0,3,0,50,0,0,8.05,8,1
1,3,1,63,0,0,9.5875,8,1
1,1,0,25,1,0,91.0792,2,3
0,3,1,24,3,1,25.4667,8,1
1,1,1,35,1,0,90,3,1
0,1,0,58,0,0,29.7,2,3
0,3,0,30,0,0,8.05,8,1
1,3,0,9,1,1,15.9,8,1
0,3,0,24,1,0,19.9667,8,1
0,3,0,21,0,0,7.25,8,1
0,1,0,55,0,0,30.5,3,1
0,1,0,71,0,0,49.5042,8,3
0,3,0,21,0,0,8.05,8,1
0,3,0,24,0,0,14.4583,8,3
1,1,1,54,1,0,78.2667,4,3
0,3,0,24,0,0,15.1,8,1
0,1,1,25,1,2,151.55,3,1
0,3,0,24,0,0,7.7958,8,1
0,3,0,17,0,0,8.6625,8,1
0,3,1,21,0,0,7.75,8,2
0,3,1,24,0,0,7.6292,8,2
0,3,1,37,0,0,9.5875,8,1
1,1,1,16,0,0,86.5,2,1
0,1,0,18,1,0,108.9,3,3
1,2,1,33,0,2,26,8,1
1,1,0,37,0,0,26.55,8,1
0,3,0,28,0,0,22.525,8,1
1,3,0,26,0,0,56.4958,8,1
1,3,0,29,0,0,7.75,8,2
0,3,0,24,0,0,8.05,8,1
1,1,0,36,0,0,26.2875,5,1
1,1,1,54,1,0,59.4,8,3
0,3,0,24,0,0,7.4958,8,1
0,1,0,47,0,0,34.0208,4,1
1,2,1,34,0,0,10.5,6,1
0,3,0,24,0,0,24.15,8,2
1,2,1,36,1,0,26,8,1
0,3,0,32,0,0,7.8958,8,1
1,1,1,30,0,0,93.5,2,1
0,3,0,22,0,0,7.8958,8,1
0,3,0,24,0,0,7.225,8,3
1,1,1,44,0,1,57.9792,2,3
0,3,0,24,0,0,7.2292,8,3
0,3,0,40.5,0,0,7.75,8,2
1,2,1,50,0,0,10.5,8,1
0,1,0,37,0,0,221.7792,3,1
0,3,0,39,0,0,7.925,8,1
0,2,0,23,2,1,11.5,8,1
1,2,1,2,1,1,26,8,1
0,3,0,24,0,0,7.2292,8,3
0,3,0,17,1,1,7.2292,8,3
1,3,1,24,0,2,22.3583,8,3
0,3,1,30,0,0,8.6625,8,1
1,2,1,7,0,2,26.25,8,1
0,1,0,45,0,0,26.55,2,1
1,1,1,30,0,0,106.425,8,3
0,3,0,24,0,0,14.5,8,1
1,1,1,22,0,2,49.5,2,3
1,1,1,36,0,2,71,2,1
0,3,1,9,4,2,31.275,8,1
0,3,1,11,4,2,31.275,8,1
1,2,0,32,1,0,26,8,1
0,1,0,50,1,0,106.425,3,3
0,1,0,64,0,0,26,8,1
1,2,1,19,1,0,26,8,1
1,2,0,29,0,0,13.8625,8,3
0,3,0,33,1,1,20.525,8,1
1,2,0,8,1,1,36.75,8,1
1,1,0,17,0,2,110.8833,3,3
0,2,0,27,0,0,26,8,1
0,3,0,24,0,0,7.8292,8,2
1,3,0,22,0,0,7.225,8,3
1,3,1,22,0,0,7.775,8,1
0,1,0,62,0,0,26.55,8,1
1,1,1,48,1,0,39.6,1,3
0,1,0,37,0,0,227.525,8,3
1,1,1,39,1,1,79.65,5,1
1,3,1,36,1,0,17.4,8,1
0,3,0,24,0,0,7.75,8,2
0,3,0,40,0,0,7.8958,8,1
0,2,0,28,0,0,13.5,8,1
0,3,0,24,0,0,8.05,8,1
0,3,1,24,0,0,8.05,8,1
0,3,0,24,2,0,24.15,8,1
0,3,0,19,0,0,7.8958,8,1
0,3,1,29,0,4,21.075,8,1
0,3,0,24,0,0,7.2292,8,3
1,3,0,32,0,0,7.8542,8,1
1,2,0,62,0,0,10.5,8,1
1,1,1,53,2,0,51.4792,3,1
1,1,0,36,0,0,26.3875,5,1
1,3,1,24,0,0,7.75,8,2
0,3,0,16,0,0,8.05,8,1
0,3,0,19,0,0,14.5,8,1
1,2,1,34,0,0,13,8,1
1,1,1,39,1,0,55.9,5,1
0,3,1,24,1,0,14.4583,8,3
1,3,0,32,0,0,7.925,8,1
1,2,1,25,1,1,30,8,1
1,1,1,39,1,1,110.8833,3,3
0,2,0,54,0,0,26,8,1
0,1,0,36,0,0,40.125,1,3
0,3,0,24,0,0,8.7125,8,3
1,1,1,18,0,2,79.65,5,1
0,2,0,47,0,0,15,8,1
1,1,0,60,1,1,79.2,2,3
0,3,0,22,0,0,8.05,8,1
0,3,0,24,0,0,8.05,8,1
0,3,0,35,0,0,7.125,8,1
1,1,1,52,1,0,78.2667,4,3
0,3,0,47,0,0,7.25,8,1
0,3,1,24,0,2,7.75,8,2
0,2,0,37,1,0,26,8,1
0,3,0,36,1,1,24.15,8,1
1,2,1,29,0,0,33,8,1
0,3,0,49,0,0,0,8,1
0,3,0,24,0,0,7.225,8,3
1,1,0,49,1,0,56.9292,1,3
1,2,1,24,2,1,27,8,1
0,3,0,24,0,0,7.8958,8,1
0,1,0,37,0,0,42.4,8,1
0,3,0,44,0,0,8.05,8,1
1,1,0,35,0,0,26.55,8,3
0,3,0,36,1,0,15.55,8,1
0,3,0,30,0,0,7.8958,8,1
1,1,0,27,0,0,30.5,8,1
1,2,1,22,1,2,41.5792,8,3
1,1,1,40,0,0,153.4625,3,1
0,3,1,39,1,5,31.275,8,1
0,3,0,24,0,0,7.05,8,1
1,3,1,24,1,0,15.5,8,2
0,3,0,24,0,0,7.75,8,2
0,3,0,35,0,0,8.05,8,1
1,2,1,24,1,2,65,8,1
0,3,0,34,1,1,14.4,8,1
0,3,1,26,1,0,16.1,8,1
1,2,1,4,2,1,39,6,1
0,2,0,26,0,0,10.5,8,1
0,3,0,27,1,0,14.4542,8,3
1,1,0,42,1,0,52.5542,4,1
1,3,0,20,1,1,15.7417,8,3
0,3,0,21,0,0,7.8542,8,1
0,3,0,21,0,0,16.1,8,1
0,1,0,61,0,0,32.3208,4,1
0,2,0,57,0,0,12.35,8,2
1,1,1,21,0,0,77.9583,4,1
0,3,0,26,0,0,7.8958,8,1
0,3,0,24,0,0,7.7333,8,2
1,1,0,80,0,0,30,1,1
0,3,0,51,0,0,7.0542,8,1
1,1,0,32,0,0,30.5,2,3
0,1,0,37,0,0,0,8,1
0,3,1,9,3,2,27.9,8,1
1,2,1,28,0,0,13,8,1
0,3,0,32,0,0,7.925,8,1
0,2,0,31,1,1,26.25,8,1
0,3,1,41,0,5,39.6875,8,1
0,3,0,24,1,0,16.1,8,1
0,3,0,20,0,0,7.8542,8,1
1,1,1,24,0,0,69.3,2,3
0,3,1,2,3,2,27.9,8,1
1,3,0,24,0,0,56.4958,8,1
1,3,1,0.75,2,1,19.2583,8,3
1,1,0,48,1,0,76.7292,4,3
0,3,0,19,0,0,7.8958,8,1
1,1,0,56,0,0,35.5,1,3
0,3,0,24,0,0,7.55,8,1
1,3,1,23,0,0,7.55,8,1
0,3,0,24,0,0,7.8958,8,1
1,2,1,18,0,1,23,8,1
0,3,0,21,0,0,8.4333,8,1
1,3,1,24,0,0,7.8292,8,2
0,3,1,18,0,0,6.75,8,2
0,2,0,24,2,0,73.5,8,1
0,3,0,24,0,0,7.8958,8,1
0,3,1,32,1,1,15.5,8,2
0,2,0,23,0,0,13,8,1
0,1,0,58,0,2,113.275,4,3
1,1,0,50,2,0,133.65,8,1
0,3,0,40,0,0,7.225,8,3
0,1,0,47,0,0,25.5875,5,1
0,3,0,36,0,0,7.4958,8,1
1,3,0,20,1,0,7.925,8,1
0,2,0,32,2,0,73.5,8,1
0,2,0,25,0,0,13,8,1
0,3,0,24,0,0,7.775,8,1
0,3,0,43,0,0,8.05,8,1
1,1,1,37,1,0,52,3,1
1,2,1,40,1,1,39,8,1
0,1,0,31,1,0,52,2,1
0,2,0,70,0,0,10.5,8,1
1,2,0,31,0,0,13,8,1
0,2,0,29,0,0,0,8,1
0,3,0,18,0,0,7.775,8,1
0,3,0,24.5,0,0,8.05,8,1
1,3,1,18,0,0,9.8417,8,1
0,3,1,43,1,6,46.9,8,1
1,1,0,36,0,1,512.3292,2,3
0,3,1,24,0,0,8.1375,8,2
1,1,0,27,0,0,76.7292,4,3
0,3,0,20,0,0,9.225,8,1
0,3,0,14,5,2,46.9,8,1
0,2,0,60,1,1,39,8,1
0,2,0,25,1,2,41.5792,8,3
0,3,0,14,4,1,39.6875,8,1
0,3,0,19,0,0,10.1708,8,1
0,3,0,18,0,0,7.7958,8,1
1,1,1,15,0,1,211.3375,2,1
1,1,0,31,1,0,57,2,1
1,3,1,4,0,1,13.4167,8,3
1,3,0,24,0,0,56.4958,8,1
0,3,0,25,0,0,7.225,8,3
0,1,0,60,0,0,26.55,8,1
0,2,0,52,0,0,13.5,8,1
0,3,0,44,0,0,8.05,8,1
1,3,1,24,0,0,7.7333,8,2
